Nested Sampling Global Log-Evidence           :   -0.558742962486753072E+02  +/-    0.234277192864061290E+00
Nested Importance Sampling Global Log-Evidence:   -0.564247882910265517E+02  +/-    0.250588157562180065E-01

Dim No.       Mean        Sigma
   1    0.151729299898560566E+02    0.122832689934849064E+02
   2    0.102358066729931929E+01    0.172304132790542935E-01
   3    0.270495397254217451E+02    0.137601665324114144E+02
   4    0.191501631620469141E+10    0.129115274276460242E+10
   5    0.100771431878095200E+03    0.286047905312907202E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.421052953411498787E+00
   2    0.102378186721745124E+01
   3    0.288463862612608715E+02
   4    0.144964519583992720E+10
   5    0.966702319596379169E+02

MAP Parameters
Dim No.        Parameter
   1    0.290439179898491995E+00
   2    0.100047070744033850E+01
   3    0.116480408575321963E+02
   4    0.108449526358456492E+10
   5    0.100755376044577559E+03
