Nested Sampling Global Log-Evidence           :   -0.123128731421221872E+03  +/-    0.279490438730271795E+00
Nested Importance Sampling Global Log-Evidence:   -0.123638026781576812E+03  +/-    0.289857257856806251E-01

Dim No.       Mean        Sigma
   1    0.100719401537708020E+02    0.819509139249119833E+01
   2    0.100930879517561323E+01    0.563742698027574866E-02
   3    0.424296497223578299E+02    0.102636101171589846E+02
   4    0.340216973219402647E+10    0.145158067198496509E+10
   5    0.230634481774127750E+03    0.313294793110465308E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.314490289207660437E-01
   2    0.100971006172337474E+01
   3    0.397020199176925175E+02
   4    0.503327922189572430E+10
   5    0.226030994565491085E+03

MAP Parameters
Dim No.        Parameter
   1    0.192029897758786134E+02
   2    0.101291505009288696E+01
   3    0.289997467208422890E+02
   4    0.541953959182423306E+10
   5    0.230391502631670249E+03
