Nested Sampling Global Log-Evidence           :   -0.278005892799735193E+03  +/-    0.229613220947162938E+00
Nested Importance Sampling Global Log-Evidence:   -0.278880629554630048E+03  +/-    0.259472351597334443E-01

Dim No.       Mean        Sigma
   1    0.427538065811032837E+02    0.263168345885817487E+02
   2    0.101071916811685236E+01    0.914912155848166680E-02
   3    0.619013921572964563E+02    0.141094806720209771E+02
   4    0.343113187713100731E+09    0.336935392112083852E+09
   5    0.545467339352700378E+03    0.290514481916947531E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.288312215489283012E+02
   2    0.100794175196068925E+01
   3    0.599922032996434780E+02
   4    0.198155754581083417E+09
   5    0.541054508361939384E+03

MAP Parameters
Dim No.        Parameter
   1    0.505894047498311750E+02
   2    0.101396191162231775E+01
   3    0.536375467732552877E+02
   4    0.784065136112116218E+09
   5    0.545989068884615563E+03
