Nested Sampling Global Log-Evidence           :   -0.155374845715732391E+03  +/-    0.301185740414578740E+00
Nested Importance Sampling Global Log-Evidence:   -0.155765727936609949E+03  +/-    0.347685516793440480E-01

Dim No.       Mean        Sigma
   1    0.135757619103944602E+02    0.999640522707318446E+01
   2    0.102535890293455378E+01    0.250008251289750077E-02
   3    0.939324308244458592E+02    0.526776174939142905E+01
   4    0.617822025416135430E+09    0.281240257275843382E+09
   5    0.292607121385654978E+03    0.316106023451165674E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.116989427358797400E+02
   2    0.102432556930451590E+01
   3    0.997430399551611657E+02
   4    0.808456830075301647E+09
   5    0.288187491980759773E+03

MAP Parameters
Dim No.        Parameter
   1    0.116989427358797400E+02
   2    0.102432556930451590E+01
   3    0.997430399551611657E+02
   4    0.808456830075301647E+09
   5    0.288187491980759773E+03
