Nested Sampling Global Log-Evidence           :   -0.268141430345293770E+03  +/-    0.262395967379295048E+00
Nested Importance Sampling Global Log-Evidence:   -0.268652059395228491E+03  +/-    0.235747319304706222E-01

Dim No.       Mean        Sigma
   1    0.310694794395160478E+02    0.907260623900683960E+01
   2    0.112848000486211908E+01    0.258915460588719608E-02
   3    0.327420733126128951E+02    0.625943384650888657E+01
   4    0.458230116429967508E+08    0.246585583961326033E+08
   5    0.522512531951090523E+03    0.306942343553949559E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.296410347144677999E+02
   2    0.112859990344820882E+01
   3    0.318139388526235010E+02
   4    0.336175320038472936E+08
   5    0.517961448954261527E+03

MAP Parameters
Dim No.        Parameter
   1    0.440543968611011039E+02
   2    0.113014268952519537E+01
   3    0.336494447758281083E+02
   4    0.143492137872504927E+08
   5    0.523749234238139820E+03
