Nested Sampling Global Log-Evidence           :   -0.578987993823940997E+03  +/-    0.317513281630901478E+00
Nested Importance Sampling Global Log-Evidence:   -0.578855501188924222E+03  +/-    0.286338851445539465E-01

Dim No.       Mean        Sigma
   1    0.908458837851407566E+02    0.638204335855155946E+01
   2    0.111798565523205995E+01    0.924768606560482905E-03
   3    0.705475110338427243E+02    0.595885454441838736E+01
   4    0.170638705944733441E+09    0.386818720351269990E+08
   5    0.113781305084651444E+04    0.283239076601504847E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.923741091959658718E+02
   2    0.111793598161014529E+01
   3    0.689388544373949514E+02
   4    0.165711202762961417E+09
   5    0.113364137920027997E+04

MAP Parameters
Dim No.        Parameter
   1    0.833521224915285615E+02
   2    0.111630834758043651E+01
   3    0.684602586516188438E+02
   4    0.182191680862395376E+09
   5    0.113804631665058582E+04
