Nested Sampling Global Log-Evidence           :   -0.139237186309139474E+03  +/-    0.266241916168962922E+00
Nested Importance Sampling Global Log-Evidence:   -0.139581173476123240E+03  +/-    0.283885078692086117E-01

Dim No.       Mean        Sigma
   1    0.512771691607739797E+02    0.102819077024943493E+02
   2    0.113056630540235759E+01    0.241256829260278480E-02
   3    0.306764594790948593E+02    0.654160049895095774E+01
   4    0.218831018986196034E+08    0.867095101993108541E+07
   5    0.264297421033295564E+03    0.282028120189534803E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.551096265600938580E+02
   2    0.113079843653737866E+01
   3    0.300327963106675355E+02
   4    0.126587844829017166E+08
   5    0.260321291065645596E+03

MAP Parameters
Dim No.        Parameter
   1    0.358828800166603301E+02
   2    0.113159013845859868E+01
   3    0.279263839808657721E+02
   4    0.152729640698461961E+08
   5    0.265040738931108024E+03
