Nested Sampling Global Log-Evidence           :   -0.169990051761251124E+03  +/-    0.325540195639140162E+00
Nested Importance Sampling Global Log-Evidence:   -0.170909588348843414E+03  +/-    0.251807086978053270E-01

Dim No.       Mean        Sigma
   1    0.129995392483196582E+03    0.964014585459925755E+01
   2    0.110487662468483605E+01    0.988626893324345097E-03
   3    0.819377145563975802E+02    0.822311766495099938E+01
   4    0.195350462755305231E+09    0.772036953324186355E+08
   5    0.318784819727217780E+03    0.266194930144371389E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.129622853844716275E+03
   2    0.110467523812721846E+01
   3    0.828552988366989354E+02
   4    0.164510592456941545E+09
   5    0.315028721039647735E+03

MAP Parameters
Dim No.        Parameter
   1    0.127663447178253207E+03
   2    0.110513732394925035E+01
   3    0.844327961016605713E+02
   4    0.113511156230427504E+09
   5    0.319410416189325360E+03
