Nested Sampling Global Log-Evidence           :   -0.829410184269743240E+02  +/-    0.248187819348347577E+00
Nested Importance Sampling Global Log-Evidence:   -0.839816067894461469E+02  +/-    0.290552716608816937E-01

Dim No.       Mean        Sigma
   1    0.835496921304194871E+02    0.147811057682776568E+02
   2    0.113414359831882483E+01    0.138118515687552998E-02
   3    0.746896966381722223E+02    0.959202202069050180E+01
   4    0.225534419671420120E+08    0.137650196725672875E+08
   5    0.153562598119365362E+03    0.271239054708529359E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.900424353690942496E+02
   2    0.113450738427965581E+01
   3    0.760012537363755030E+02
   4    0.147754523745583147E+08
   5    0.149925374612385156E+03

MAP Parameters
Dim No.        Parameter
   1    0.104175582354144225E+03
   2    0.113496277160409442E+01
   3    0.873844162135021492E+02
   4    0.265250770763422847E+08
   5    0.153803402143786570E+03
