Nested Sampling Global Log-Evidence           :   -0.937022117228146527E+02  +/-    0.239026718371990354E+00
Nested Importance Sampling Global Log-Evidence:   -0.943072195104500963E+02  +/-    0.274916311344005383E-01

Dim No.       Mean        Sigma
   1    0.124233455446495938E+03    0.201681179976561360E+02
   2    0.168983870424290417E+01    0.352075942918795301E-02
   3    0.277091196138526286E+02    0.203556823883706919E+02
   4    0.148085309242722178E+10    0.257269234466266900E+09
   5    0.175977669026499541E+03    0.287632773227180039E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.131164669546394435E+03
   2    0.168856190451364752E+01
   3    0.152936453330217548E+01
   4    0.129237560511332512E+10
   5    0.172167998679920174E+03

MAP Parameters
Dim No.        Parameter
   1    0.121389940450816852E+03
   2    0.169097371589439560E+01
   3    0.775972085611108042E+02
   4    0.139722628624841046E+10
   5    0.176524130976768106E+03
