Nested Sampling Global Log-Evidence           :   -0.225950355695625319E+03  +/-    0.300066402988619807E+00
Nested Importance Sampling Global Log-Evidence:   -0.227490600010692674E+03  +/-    0.394732631111393700E-01

Dim No.       Mean        Sigma
   1    0.363641711401675650E+03    0.148144420708528308E+02
   2    0.169329343908817576E+01    0.726091082856258094E-03
   3    0.126761094461152499E+02    0.109545433637423422E+02
   4    0.112425916428699233E+08    0.158883196937011555E+08
   5    0.433892742150810307E+03    0.315140173206266905E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.365632809092962987E+03
   2    0.169343700488263837E+01
   3    0.164683053229773479E+01
   4    0.103029471378490124E+08
   5    0.429721167926201360E+03

MAP Parameters
Dim No.        Parameter
   1    0.341004805804392788E+03
   2    0.169294034447474973E+01
   3    0.650406587090791177E+01
   4    0.110664634007481840E+08
   5    0.433643452089670518E+03
