Nested Sampling Global Log-Evidence           :   -0.507764473934268850E+02  +/-    0.202151588120694170E+00
Nested Importance Sampling Global Log-Evidence:   -0.516526718675188690E+02  +/-    0.228338137661540617E-01

Dim No.       Mean        Sigma
   1    0.792820941743381695E+02    0.212058710720921333E+02
   2    0.168227560780374286E+01    0.485127083534447022E-02
   3    0.370582783980440382E+02    0.230201984428019095E+02
   4    0.778237988142419159E+08    0.106883488811870009E+09
   5    0.933798418709106528E+02    0.288151990713648010E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.770006491847306478E+02
   2    0.168055134770905301E+01
   3    0.759809675394171080E+01
   4    0.596675794949697107E+08
   5    0.890659221992997345E+02

MAP Parameters
Dim No.        Parameter
   1    0.106255191884695265E+03
   2    0.167910664563383105E+01
   3    0.338842105948491508E+02
   4    0.861321216818990558E+08
   5    0.929382890531126122E+02
