Nested Sampling Global Log-Evidence           :   -0.349674583446539771E+03  +/-    0.280916800230353203E+00
Nested Importance Sampling Global Log-Evidence:   -0.350231144891976157E+03  +/-    0.272654310726805869E-01

Dim No.       Mean        Sigma
   1    0.159640575174075021E+02    0.115662624927495745E+02
   2    0.135656339060314557E+01    0.324053453619811346E-02
   3    0.380345562292582429E+02    0.777134979923723712E+01
   4    0.179169249751546741E+10    0.314252489274385095E+09
   5    0.683566317162936912E+03    0.308987058117620261E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.483363655362593470E+01
   2    0.135576067855804161E+01
   3    0.407594861238329358E+02
   4    0.195560995593830729E+10
   5    0.679335504875173342E+03

MAP Parameters
Dim No.        Parameter
   1    0.129919291964067760E+02
   2    0.135208130506017987E+01
   3    0.433906194944786989E+02
   4    0.219161335433621979E+10
   5    0.682626582790904308E+03
