Nested Sampling Global Log-Evidence           :   -0.915389062189069733E+02  +/-    0.280142137086960175E+00
Nested Importance Sampling Global Log-Evidence:   -0.920882026257723680E+02  +/-    0.253592399452971413E-01

Dim No.       Mean        Sigma
   1    0.150856237034820762E+02    0.109990121669429008E+02
   2    0.135894253216767025E+01    0.349206791413225141E-02
   3    0.234558231935589241E+02    0.704877623872802239E+01
   4    0.971406107121935725E+09    0.275228103763658881E+09
   5    0.167381889043480783E+03    0.357532799855613970E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.103332415385878313E+02
   2    0.135806938261938992E+01
   3    0.239480098194103981E+02
   4    0.960432675357293606E+09
   5    0.162750365139264261E+03

MAP Parameters
Dim No.        Parameter
   1    0.103332415385878313E+02
   2    0.135806938261938992E+01
   3    0.239480098194103981E+02
   4    0.960432675357293606E+09
   5    0.162750365139264261E+03
