Nested Sampling Global Log-Evidence           :   -0.475873816206942138E+03  +/-    0.293184710053155495E+00
Nested Importance Sampling Global Log-Evidence:   -0.475620241684365510E+03  +/-    0.276655950550750152E+00

Dim No.       Mean        Sigma
   1    0.545535034722035803E+02    0.817710420996320764E+01
   2    0.135678185967464549E+01    0.157034839518751298E-02
   3    0.878134249055469596E+01    0.392862358363899489E+01
   4    0.134183377212824011E+10    0.598958060710331872E+08
   5    0.934556177572530714E+03    0.287387528533436054E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.546828899617804467E+02
   2    0.135679722159928207E+01
   3    0.936004543291790370E+01
   4    0.127802622831308913E+10
   5    0.930583159391675963E+03

MAP Parameters
Dim No.        Parameter
   1    0.534319264169687429E+02
   2    0.135900680002034813E+01
   3    0.431350436184672770E+01
   4    0.128107040015515852E+10
   5    0.934013487597469179E+03
