Nested Sampling Global Log-Evidence           :   -0.210670737465852284E+03  +/-    0.479118441259479666E+00
Nested Importance Sampling Global Log-Evidence:   -0.210459081818588999E+03  +/-    0.395493587841174166E-01

Dim No.       Mean        Sigma
   1    0.113106140148689036E+02    0.502562687168968836E+01
   2    0.109492749490221675E+01    0.526177137861728351E-02
   3    0.255600216773511901E+01    0.221518471314072984E+01
   4    0.153506835176780462E+10    0.253700966241533786E+09
   5    0.375430578780722271E+03    0.368422421504273956E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.939260018753462589E+01
   2    0.109112196298787278E+01
   3    0.137518286279529667E+00
   4    0.150857328751733017E+10
   5    0.370231875639958844E+03

MAP Parameters
Dim No.        Parameter
   1    0.939260018753462589E+01
   2    0.109112196298787278E+01
   3    0.137518286279529667E+00
   4    0.150857328751733017E+10
   5    0.370231875639958844E+03
