Nested Sampling Global Log-Evidence           :   -0.571846700788963318E+02  +/-    0.218271101762822273E+00
Nested Importance Sampling Global Log-Evidence:   -0.579750085532669033E+02  +/-    0.265281544770534713E-01

Dim No.       Mean        Sigma
   1    0.719994254163971021E+02    0.301966623009335215E+02
   2    0.136684971975432412E+01    0.678342471974720598E-02
   3    0.100816032760185461E+02    0.815154683067811092E+01
   4    0.546226023737540483E+09    0.608218651928762078E+09
   5    0.104840885384841528E+03    0.257688113462123836E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.848479327624168320E+02
   2    0.136749137319767455E+01
   3    0.376558335938017041E+01
   4    0.375517516465287805E+08
   5    0.100898654978894456E+03

MAP Parameters
Dim No.        Parameter
   1    0.287675485354432325E+02
   2    0.135975376863435926E+01
   3    0.282574679967047393E+01
   4    0.162481756397156096E+10
   5    0.105208877452929755E+03
