Nested Sampling Global Log-Evidence           :   -0.137054938798622231E+03  +/-    0.443053977801039833E+00
Nested Importance Sampling Global Log-Evidence:   -0.138199790436806040E+03  +/-    0.368883970023824587E-01

Dim No.       Mean        Sigma
   1    0.414813822641000218E+01    0.387845446627855051E+01
   2    0.110233234553238102E+01    0.165825734611835217E-01
   3    0.937540455535693518E+01    0.610525307282665963E+01
   4    0.790124167117813826E+09    0.235462376629541397E+09
   5    0.234850512148149534E+03    0.622346711515003648E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.394993135219443153E-01
   2    0.109189836529363538E+01
   3    0.372137867645537312E+01
   4    0.886853549096757412E+09
   5    0.227516858034885217E+03

MAP Parameters
Dim No.        Parameter
   1    0.394993135219443153E-01
   2    0.109189836529363538E+01
   3    0.372137867645537312E+01
   4    0.886853549096757412E+09
   5    0.227516858034885217E+03
