Nested Sampling Global Log-Evidence           :   -0.173560974401635349E+03  +/-    0.301472846645246262E+00
Nested Importance Sampling Global Log-Evidence:   -0.173403458410104520E+03  +/-    0.174981110926576283E+00

Dim No.       Mean        Sigma
   1    0.522836009821850425E+02    0.117976576316511785E+02
   2    0.135705131004570290E+01    0.249947260695022400E-02
   3    0.119546288818260340E+02    0.443580105026677618E+01
   4    0.144999185385728192E+10    0.184211009171464235E+09
   5    0.328944773350348157E+03    0.277274181015592269E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.551084461566780917E+02
   2    0.135575389796817181E+01
   3    0.972875804006763722E+01
   4    0.137888535311674881E+10
   5    0.325259103502473351E+03

MAP Parameters
Dim No.        Parameter
   1    0.431083189649299499E+02
   2    0.136011567291761404E+01
   3    0.116036827718861737E+02
   4    0.137485215515624952E+10
   5    0.328269543323359130E+03
