    0.964304447174072266E+03    0.137913374071483474E+01    0.752643704414367676E+02    0.279531837389901102E+09    0.588924791300824381E+03   -0.294462395650412191E+03   -0.460515351937698814E+01    1
    0.996133327484130859E+03    0.136488007029351843E+01    0.683634281158447266E+01    0.491730179319609404E+08    0.566595992535445589E+03   -0.283297996267722795E+03   -0.461515351937698259E+01    1
    0.955565690994262695E+03    0.136832254500341621E+01    0.832636773586273193E+02    0.415218120291775584E+09    0.563218011432773210E+03   -0.281609005716386605E+03   -0.462515351937698149E+01    1
    0.996629834175109863E+03    0.136033440789086590E+01    0.326824665069580078E+02    0.415810917864147663E+09    0.555633413695624199E+03   -0.277816706847812100E+03   -0.463515351937698661E+01    1
    0.982215344905853271E+03    0.138395874171635880E+01    0.366819858551025391E+02    0.330173991028295469E+10    0.548424595726458847E+03   -0.274212297863229423E+03   -0.464515351937698728E+01    1
    0.992321789264678955E+03    0.136246042010861435E+01    0.945731997489929199E+02    0.853801955808094025E+09    0.540497043773667883E+03   -0.270248521886833942E+03   -0.465515351937698174E+01    1
    0.868909537792205811E+03    0.137702706923558948E+01    0.441543519496917725E+02    0.197947397859905928E+09    0.536892650588164656E+03   -0.268446325294082328E+03   -0.466515351937698153E+01    1
    0.978530228137969971E+03    0.136810311949525132E+01    0.382484078407287598E+02    0.249703539177808091E+08    0.536604683536895209E+03   -0.268302341768447604E+03   -0.467515351937698398E+01    1
    0.918301820755004883E+03    0.137224469359468104E+01    0.725929081439971924E+02    0.534787274063445449E+09    0.531524052814065953E+03   -0.265762026407032977E+03   -0.468515351937698377E+01    1
    0.849616706371307373E+03    0.136184569057109783E+01    0.893369555473327637E+02    0.127988988952520058E+09    0.526594887257054893E+03   -0.263297443628527446E+03   -0.469515351937698444E+01    1
    0.851561725139617920E+03    0.138386887846383777E+01    0.372646808624267578E+02    0.427924671335453093E+08    0.517483643316857183E+03   -0.258741821658428591E+03   -0.470515351937698423E+01    1
    0.901355326175689697E+03    0.136169948238891680E+01    0.782501697540283203E+02    0.203536176804247499E+08    0.515465868597180702E+03   -0.257732934298590351E+03   -0.471515351937698135E+01    1
    0.975456476211547852E+03    0.136594791573159591E+01    0.471854448318481445E+02    0.226552417187087917E+10    0.513276844609798331E+03   -0.256638422304899166E+03   -0.472515351937698025E+01    1
    0.928312242031097412E+03    0.137252643713711442E+01    0.246497988700866699E+01    0.648701346407264352E+09    0.508382789939713234E+03   -0.254191394969856617E+03   -0.473515351937698448E+01    1
    0.884222030639648438E+03    0.136995329828768164E+01    0.137964010238647461E+02    0.411502851946847737E+08    0.506112316732022634E+03   -0.253056158366011317E+03   -0.474515351937698782E+01    1
    0.875669538974761963E+03    0.135462079366790866E+01    0.630199849605560303E+02    0.227854438134069532E+09    0.505421666630656318E+03   -0.252710833315328159E+03   -0.475515351937698494E+01    1
    0.875374197959899902E+03    0.136340806601217501E+01    0.113532483577728271E+02    0.692594654828340113E+08    0.505392553324137623E+03   -0.252696276662068811E+03   -0.476515351937698117E+01    1
    0.850517272949218750E+03    0.136512250177867567E+01    0.640191256999969482E+02    0.476720843756508455E+08    0.505114143644852220E+03   -0.252557071822426110E+03   -0.477515351937698451E+01    1
    0.869866967201232910E+03    0.137555240071485652E+01    0.819333016872406006E+02    0.205268448304469180E+10    0.499436531892046332E+03   -0.249718265946023166E+03   -0.478515351937698341E+01    1
    0.812543928623199463E+03    0.137554134607327216E+01    0.175010502338409424E+02    0.165737548185168296E+09    0.496802334857430139E+03   -0.248401167428715070E+03   -0.479515351937697876E+01    1
    0.874176800251007080E+03    0.136512668812731630E+01    0.870376408100128174E+02    0.234884445837390423E+10    0.489963195869594699E+03   -0.244981597934797350E+03   -0.480515351937698032E+01    1
    0.797711431980133057E+03    0.138149962050507957E+01    0.495001137256622314E+02    0.120707098183221370E+08    0.472455217304076200E+03   -0.236227608652038100E+03   -0.481515351937698277E+01    1
    0.776912987232208252E+03    0.138872600228149490E+01    0.211366415023803711E+01    0.666146719998439550E+09    0.457671179715074857E+03   -0.228835589857537428E+03   -0.482515351937698345E+01    1
    0.662058711051940918E+03    0.137568151672571526E+01    0.878610312938690186E+02    0.833216096589418352E+08    0.455895849502806300E+03   -0.227947924751403150E+03   -0.483515351937698323E+01    1
    0.752757906913757324E+03    0.136805952381932716E+01    0.305156290531158447E+02    0.339723931637816131E+09    0.444355749306889720E+03   -0.222177874653444860E+03   -0.484515351937698480E+01    1
    0.745766103267669678E+03    0.137313921775603909E+01    0.635992527008056641E+02    0.109279588760572486E+08    0.441777679713484247E+03   -0.220888839856742123E+03   -0.485515351937698814E+01    1
    0.738949835300445557E+03    0.136797978781377183E+01    0.305725395679473877E+02    0.615966677739073783E+08    0.440535435643886728E+03   -0.220267717821943364E+03   -0.486515351937698437E+01    1
    0.790145695209503174E+03    0.137468955081515265E+01    0.173044800758361816E+01    0.219673838074061610E+08    0.436583760372648385E+03   -0.218291880186324192E+03   -0.487515351937698149E+01    1
    0.645456790924072266E+03    0.138045402106854209E+01    0.477277994155883789E+02    0.228686125563190043E+09    0.421478438149029728E+03   -0.210739219074514864E+03   -0.488515351937698572E+01    1
