Nested Sampling Global Log-Evidence           :   -0.477259781984778954E+03  +/-    0.277694728255370560E+00
Nested Importance Sampling Global Log-Evidence:   -0.478260308280501931E+03  +/-    0.404847254871491882E-01

Dim No.       Mean        Sigma
   1    0.397089481338047321E+02    0.123597178873400448E+02
   2    0.136533009081778411E+01    0.271422886319964887E-02
   3    0.155644184556073935E+02    0.341576240651213459E+01
   4    0.399387609024605826E+08    0.808200039576845709E+07
   5    0.939096691549370462E+03    0.276146191013648101E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.385697543931479103E+02
   2    0.136541993049551569E+01
   3    0.155979786192697869E+02
   4    0.377189112083409503E+08
   5    0.935335906531501109E+03

MAP Parameters
Dim No.        Parameter
   1    0.338133891510384572E+02
   2    0.136572399106609144E+01
   3    0.209364959857116908E+02
   4    0.455064417934166193E+08
   5    0.939253668941649494E+03
