Nested Sampling Global Log-Evidence           :   -0.172917384538140709E+03  +/-    0.215066055377119536E+00
Nested Importance Sampling Global Log-Evidence:   -0.173847014144022694E+03  +/-    0.275488518225502146E-01

Dim No.       Mean        Sigma
   1    0.537444124295388193E+02    0.326935313322708723E+02
   2    0.136458296951581337E+01    0.788964741344539734E-02
   3    0.140875049353709212E+02    0.836766859618100867E+01
   4    0.295571789301432632E+08    0.187284536179804467E+08
   5    0.336584087441241024E+03    0.225404124257535798E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.580916059029161929E+02
   2    0.135815208760197725E+01
   3    0.150352454453804523E+02
   4    0.302345986885386668E+08
   5    0.333193037095323916E+03

MAP Parameters
Dim No.        Parameter
   1    0.104458700370987856E+03
   2    0.134522508203643310E+01
   3    0.297181196692433547E+01
   4    0.198885723042130955E+08
   5    0.337213299110256230E+03
