Nested Sampling Global Log-Evidence           :   -0.107993771064577246E+03  +/-    0.271296653907140473E+00
Nested Importance Sampling Global Log-Evidence:   -0.108502189118220457E+03  +/-    0.872808796320500152E-01

Dim No.       Mean        Sigma
   1    0.677401683100299135E+01    0.652701748388987912E+01
   2    0.107690942431231007E+01    0.111102296840870883E-01
   3    0.573651452434460225E+02    0.118670328528594151E+02
   4    0.238695974217476621E+08    0.165071086059894208E+08
   5    0.201267167244915129E+03    0.348068677680383454E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.172559304693033599E+01
   2    0.108086108100465794E+01
   3    0.685812594069307409E+02
   4    0.100656367882058695E+08
   5    0.195641305263399602E+03

MAP Parameters
Dim No.        Parameter
   1    0.172559304693033599E+01
   2    0.108086108100465794E+01
   3    0.685812594069307409E+02
   4    0.100656367882058695E+08
   5    0.195641305263399602E+03
