Nested Sampling Global Log-Evidence           :   -0.367069317572068456E+02  +/-    0.224939762906802038E+00
Nested Importance Sampling Global Log-Evidence:   -0.377286055504796067E+02  +/-    0.280529782313791408E-01

Dim No.       Mean        Sigma
   1    0.178039176759701476E+02    0.161305042074983866E+02
   2    0.107174829310326514E+01    0.253012510466082315E-01
   3    0.689049240861646837E+02    0.187507112891125303E+02
   4    0.235699384128362089E+08    0.214496715402901061E+08
   5    0.632942841270987486E+02    0.317113910046988279E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.726657511452846849E+00
   2    0.109123201517612523E+01
   3    0.849273707124438744E+02
   4    0.191134280828141123E+08
   5    0.580519268168055760E+02

MAP Parameters
Dim No.        Parameter
   1    0.726657511452846849E+00
   2    0.109123201517612523E+01
   3    0.849273707124438744E+02
   4    0.191134280828141123E+08
   5    0.580519268168055760E+02
