Nested Sampling Global Log-Evidence           :   -0.616512104061986520E+03  +/-    0.312917858130289384E+00
Nested Importance Sampling Global Log-Evidence:   -0.616745630413503477E+03  +/-    0.274187934058482755E-01

Dim No.       Mean        Sigma
   1    0.189919137470926671E+02    0.486273353517198270E+01
   2    0.108946611010050631E+01    0.142015568119704429E-02
   3    0.450189352422487801E+02    0.301491670758097463E+01
   4    0.401059780926065147E+09    0.922717502264672071E+08
   5    0.121344069093739790E+04    0.308112753598350109E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.190780371015437993E+02
   2    0.109026905728645196E+01
   3    0.452675583758596574E+02
   4    0.362252686818868995E+09
   5    0.120917645005252166E+04

MAP Parameters
Dim No.        Parameter
   1    0.110750428982988343E+02
   2    0.109084069588153065E+01
   3    0.432236554623626006E+02
   4    0.419578977409149587E+09
   5    0.121302038671322725E+04
