Nested Sampling Global Log-Evidence           :   -0.167892760703219864E+03  +/-    0.306724559150891640E+00
Nested Importance Sampling Global Log-Evidence:   -0.168046190548928735E+03  +/-    0.680174530924050891E-01

Dim No.       Mean        Sigma
   1    0.187674131651578939E+02    0.825412362095913821E+01
   2    0.106912395679439554E+01    0.562292590400996148E-02
   3    0.122535432209585053E+02    0.530464639232330626E+01
   4    0.905438262609301448E+09    0.255314895159963667E+09
   5    0.316969530369175914E+03    0.340767248893992214E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.100577367692283559E+02
   2    0.105508614930561273E+01
   3    0.149004835288681612E+02
   4    0.789696468632551908E+09
   5    0.310620305145488089E+03

MAP Parameters
Dim No.        Parameter
   1    0.100577367692283559E+02
   2    0.105508614930561273E+01
   3    0.149004835288681612E+02
   4    0.789696468632551908E+09
   5    0.310620305145488089E+03
