Nested Sampling Global Log-Evidence           :   -0.118144320443050151E+04  +/-    0.333102714038128689E+00
Nested Importance Sampling Global Log-Evidence:   -0.118190345977154720E+04  +/-    0.239655424506334432E-01

Dim No.       Mean        Sigma
   1    0.229955172164700592E+02    0.324758728935025509E+01
   2    0.109105841544670112E+01    0.559608441463082303E-03
   3    0.520771017542975798E+02    0.370410416592963987E+01
   4    0.168263900769056946E+09    0.461072240904495567E+08
   5    0.234069492523639747E+04    0.311130196290352501E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.230278002212477162E+02
   2    0.109094796626383284E+01
   3    0.479333378140032806E+02
   4    0.113746697793630093E+09
   5    0.233526129725981355E+04

MAP Parameters
Dim No.        Parameter
   1    0.183471463731861490E+02
   2    0.109067986939507611E+01
   3    0.558231099812142375E+02
   4    0.216866071812407523E+09
   5    0.234020085123096669E+04
