Nested Sampling Global Log-Evidence           :   -0.124100828126806505E+04  +/-    0.569238277707345364E+00
Nested Importance Sampling Global Log-Evidence:   -0.124271898863452043E+04  +/-    0.277867378087044981E-01

Dim No.       Mean        Sigma
   1    0.675244542616549204E+00    0.627231144180190769E+00
   2    0.102642715938466123E+01    0.610163751148149955E-02
   3    0.160691270548437815E+01    0.139616945594111019E+01
   4    0.106145861420133448E+10    0.598142831710800007E+08
   5    0.241721011917555143E+04    0.822064508802582772E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.296996750971671719E+00
   2    0.101045510691514751E+01
   3    0.950197837874302120E+00
   4    0.993673606979709387E+09
   5    0.239905835681110602E+04

MAP Parameters
Dim No.        Parameter
   1    0.296996750971671719E+00
   2    0.101045510691514751E+01
   3    0.950197837874302120E+00
   4    0.993673606979709387E+09
   5    0.239905835681110602E+04
