    0.107386679118791273E+01    0.110897580934904134E+02    0.161785531119393182E+10    0.112441279389163174E+04   -0.562206396945815868E+03
    0.107879025849253929E+01    0.141265897920682111E+02    0.120619107572483993E+10    0.112063723418259201E+04   -0.560318617091296005E+03
    0.107705096777986631E+01    0.134195156160545039E+02    0.176695530057308435E+10    0.111833979916576391E+04   -0.559169899582881953E+03
    0.109362654534389536E+01    0.212410797879880278E+02    0.123912982936045671E+10    0.111797716371119350E+04   -0.558988581855596749E+03
    0.108592810992501354E+01    0.431829815549306595E+01    0.138644510694462061E+10    0.111771954448407064E+04   -0.558859772242035319E+03
    0.109459638804233927E+01    0.110510050508346502E+02    0.166655457278971505E+10    0.111736469266645327E+04   -0.558682346333226633E+03
    0.108886869933561248E+01    0.752806830287829509E+01    0.169743869344299221E+10    0.111720436856837091E+04   -0.558602184284185455E+03
    0.108913807734092494E+01    0.200967994943200523E+02    0.110149951721855640E+10    0.111717117951418641E+04   -0.558585589757093203E+03
    0.107643657051101060E+01    0.923370541007269097E+01    0.160765138752581048E+10    0.111715250307686529E+04   -0.558576251538432643E+03
    0.109977609512371521E+01    0.149868475884177013E+02    0.149626046588610888E+10    0.111695463148795920E+04   -0.558477315743979602E+03
    0.108527138904452358E+01    0.566742008525783447E+01    0.133735956126856947E+10    0.111694033666234395E+04   -0.558470168331171976E+03
    0.108176087754576455E+01    0.951487689115441171E+01    0.191305895592792082E+10    0.111642649292475789E+04   -0.558213246462378947E+03
    0.108260359515103843E+01    0.148093162466262580E+02    0.180596041329806304E+10    0.111597140575565641E+04   -0.557985702877828203E+03
    0.109664843933261502E+01    0.904959572975072568E+01    0.134886540613861227E+10    0.111587321628198015E+04   -0.557936608140990074E+03
    0.109951607344555136E+01    0.165649120741579488E+02    0.136172183520125723E+10    0.111518587735609617E+04   -0.557592938678048085E+03
    0.109340440076685019E+01    0.201871031364431452E+02    0.137622231631055045E+10    0.111485186948892829E+04   -0.557425934744464143E+03
    0.109423414063484326E+01    0.174835194608157849E+02    0.157335070037006736E+10    0.111448670984309888E+04   -0.557243354921549439E+03
    0.109340195963143150E+01    0.183428047126812359E+02    0.127633282759990907E+10    0.111433121236338661E+04   -0.557165606181693306E+03
    0.108254598214058761E+01    0.156883758762790642E+02    0.171707436972169089E+10    0.111430690793377289E+04   -0.557153453966886445E+03
    0.107848751708379176E+01    0.725098852705537400E+01    0.152723379149535131E+10    0.111426795142799574E+04   -0.557133975713997870E+03
    0.109871064515541672E+01    0.170994480245234648E+02    0.144354128996539783E+10    0.111422595023713484E+04   -0.557112975118567419E+03
    0.107962717252664375E+01    0.105226795979488159E+02    0.181877096785738397E+10    0.111422526068928505E+04   -0.557112630344642525E+03
    0.108657826227185894E+01    0.111973838604611249E+02    0.108552338265623164E+10    0.111414219136694828E+04   -0.557071095683474141E+03
    0.107841920589116413E+01    0.135013161609230323E+02    0.143442438150977278E+10    0.111409228814058110E+04   -0.557046144070290552E+03
    0.108792209338666712E+01    0.650736477492795284E+01    0.115158144651728463E+10    0.111395598820247642E+04   -0.556977994101238210E+03
    0.108202928470256809E+01    0.164676356624459075E+02    0.138450979673333120E+10    0.111395436209187892E+04   -0.556977181045939460E+03
    0.109096199449252595E+01    0.187388087550007789E+02    0.131455927450960159E+10    0.111393413602020837E+04   -0.556967068010104185E+03
    0.109258231057296862E+01    0.190298785149796856E+02    0.135424856405461836E+10    0.111389326662760550E+04   -0.556946633313802749E+03
    0.108418540157706800E+01    0.914304951527972953E+01    0.182950904855781960E+10    0.111370481335040381E+04   -0.556852406675201905E+03
    0.108251033833187549E+01    0.162720283570735802E+02    0.137461163713784099E+10    0.111369063520179407E+04   -0.556845317600897033E+03
    0.109068924447253379E+01    0.905965996143532770E+01    0.131882113796770263E+10    0.111352100961745077E+04   -0.556760504808725386E+03
    0.108077802501887210E+01    0.530965279384697375E+01    0.156417394377828455E+10    0.111339211329124214E+04   -0.556696056645621070E+03
    0.108672397649044750E+01    0.557402903975410169E+01    0.143087653590968370E+10    0.111335206789685526E+04   -0.556676033948427630E+03
    0.108632552137271299E+01    0.932517019856733143E+01    0.175827732307612157E+10    0.111331515993634275E+04   -0.556657579968171376E+03
    0.109798198609505615E+01    0.175178974420365137E+02    0.142541562148018146E+10    0.111319740703487651E+04   -0.556598703517438253E+03
    0.109532483012203263E+01    0.140283855951450516E+02    0.108281235353467155E+10    0.111315513794572144E+04   -0.556577568972860718E+03
    0.109776251499806232E+01    0.145752352186368430E+02    0.130708551808462167E+10    0.111313503355899729E+04   -0.556567516779498646E+03
    0.108398894167320892E+01    0.136780999974760000E+02    0.179516586383803129E+10    0.111312957915974584E+04   -0.556564789579872922E+03
    0.109143953907743763E+01    0.113184797352963500E+02    0.163132702211883497E+10    0.111312849248438056E+04   -0.556564246242190279E+03
    0.108225979618185142E+01    0.152720100960305025E+02    0.136314429605346942E+10    0.111312505710472715E+04   -0.556562528552363574E+03
    0.109567230804827220E+01    0.180127523115179642E+02    0.123562383720029783E+10    0.111310116781311467E+04   -0.556550583906557335E+03
    0.108046383876925822E+01    0.157372973323870209E+02    0.158876622417525887E+10    0.111305882891137662E+04   -0.556529414455688311E+03
    0.109207096110242063E+01    0.919059094496904372E+01    0.137308558677701807E+10    0.111286359314704350E+04   -0.556431796573521751E+03
    0.109394711499175012E+01    0.173076830553906156E+02    0.154349095058394074E+10    0.111282109387813921E+04   -0.556410546939069604E+03
    0.109377672815188998E+01    0.175301878252412351E+02    0.153794501636104488E+10    0.111277685346518956E+04   -0.556388426732594780E+03
    0.108912635961355120E+01    0.108988726679933166E+02    0.128968179517671657E+10    0.111277323676513879E+04   -0.556386618382569395E+03
    0.109812863535386307E+01    0.140643367068964888E+02    0.122516879051821303E+10    0.111268061987358533E+04   -0.556340309936792664E+03
    0.108103922954819143E+01    0.158059370483373449E+02    0.162352000520922470E+10    0.111266216937662739E+04   -0.556331084688313695E+03
    0.108026453638261799E+01    0.754984653129346128E+01    0.171498828193060160E+10    0.111265915013279073E+04   -0.556329575066395364E+03
    0.108510866424302965E+01    0.706879722930114518E+01    0.167620045565947151E+10    0.111261683628371861E+04   -0.556308418141859306E+03
    0.108202102967019531E+01    0.533881714228114301E+01    0.156713348776546693E+10    0.111256437223734247E+04   -0.556282186118671234E+03
    0.109239267518430072E+01    0.172242668229678735E+02    0.132031902100478411E+10    0.111253551522968587E+04   -0.556267757614842935E+03
    0.108606318898689480E+01    0.578465618176798024E+01    0.142720821144936538E+10    0.111252247417509352E+04   -0.556261237087546760E+03
    0.108116443397176631E+01    0.932653869536611424E+01    0.116925542430069447E+10    0.111251241891703330E+04   -0.556256209458516651E+03
    0.109275235668869963E+01    0.161385122245267389E+02    0.156554264042419744E+10    0.111251216839966196E+04   -0.556256084199830980E+03
    0.108555530924754406E+01    0.137527188367965341E+02    0.128806613208312750E+10    0.111249112767527799E+04   -0.556245563837638997E+03
    0.109087314021618398E+01    0.774960503962720004E+01    0.143199072611423945E+10    0.111238952291676264E+04   -0.556194761458381322E+03
    0.108593060113867557E+01    0.119864182623959437E+02    0.109581169911756730E+10    0.111230871891704464E+04   -0.556154359458522322E+03
    0.108264905453955174E+01    0.124644726991603019E+02    0.177269845309798741E+10    0.111218318794553556E+04   -0.556091593972767782E+03
    0.108793981667276074E+01    0.793836052398745373E+01    0.136948203707231665E+10    0.111212134650962435E+04   -0.556060673254812173E+03
    0.109646268075880937E+01    0.173177702347312419E+02    0.134349574206133723E+10    0.111210213187740646E+04   -0.556051065938703232E+03
    0.108201558210412174E+01    0.579815493392174108E+01    0.144400429305321956E+10    0.111207747849434054E+04   -0.556038739247170270E+03
    0.109390875391145270E+01    0.151566707683648403E+02    0.157383575040548038E+10    0.111207690175102061E+04   -0.556038450875510307E+03
    0.108050913831611783E+01    0.908086604326888569E+01    0.176416987034397793E+10    0.111199546183847224E+04   -0.555997730919236119E+03
    0.108555885365122085E+01    0.605933446772756135E+01    0.152764268750271010E+10    0.111197643829910157E+04   -0.555988219149550787E+03
    0.109453408750069903E+01    0.176282751929094736E+02    0.122540614997282457E+10    0.111195784999501961E+04   -0.555978924997509807E+03
    0.109304026585644420E+01    0.146026467451752051E+02    0.127477271892664647E+10    0.111188997213238372E+04   -0.555944986066191859E+03
    0.109212084879399574E+01    0.153747470735334382E+02    0.109275092607053947E+10    0.111179877688411420E+04   -0.555899388442057102E+03
    0.108313682749776619E+01    0.552086959566681568E+01    0.151973129598352647E+10    0.111176305704926222E+04   -0.555881528524631108E+03
