Nested Sampling Global Log-Evidence           :   -0.134627388505040329E+03  +/-    0.325344679793603209E+00
Nested Importance Sampling Global Log-Evidence:   -0.135253882607781492E+03  +/-    0.202554301858449637E+00

Dim No.       Mean        Sigma
   1    0.137203818302284404E+02    0.899162204479547889E+01
   2    0.168040925887959758E+01    0.371298316786093860E-01
   3    0.305771302194815817E+02    0.178882723732674442E+02
   4    0.130316352847133018E+08    0.360542505970670003E+07
   5    0.248084944876067880E+03    0.437611775372761791E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.201924122378216744E+02
   2    0.166940627560132171E+01
   3    0.316267928570820196E+02
   4    0.100483170042657033E+08
   5    0.242450534301103858E+03

MAP Parameters
Dim No.        Parameter
   1    0.201924122378216744E+02
   2    0.166940627560132171E+01
   3    0.316267928570820196E+02
   4    0.100483170042657033E+08
   5    0.242450534301103858E+03
