Nested Sampling Global Log-Evidence           :   -0.233126924334525768E+03  +/-    0.311027746510881442E+00
Nested Importance Sampling Global Log-Evidence:   -0.232754523930734024E+03  +/-    0.310405869817747711E-01

Dim No.       Mean        Sigma
   1    0.299976604571609116E+02    0.164495433136128533E+02
   2    0.184941266426276396E+01    0.392703553833667549E-01
   3    0.392530043369474271E+02    0.307013110823589095E+02
   4    0.178116530196029283E+08    0.151504378144641011E+07
   5    0.446906196849079038E+03    0.386589538651979403E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.192731563834337827E+02
   2    0.188931061318781990E+01
   3    0.689169237244573196E+02
   4    0.180733206856444217E+08
   5    0.440183939112700784E+03

MAP Parameters
Dim No.        Parameter
   1    0.192731563834337827E+02
   2    0.188931061318781990E+01
   3    0.689169237244573196E+02
   4    0.180733206856444217E+08
   5    0.440183939112700784E+03
