Nested Sampling Global Log-Evidence           :   -0.623765930662941415E+02  +/-    0.243439862242757959E+00
Nested Importance Sampling Global Log-Evidence:   -0.632093018899708170E+02  +/-    0.287020482638086216E-01

Dim No.       Mean        Sigma
   1    0.223823975283274947E+02    0.157241181159734946E+02
   2    0.180968878537905775E+01    0.468936816345719917E-01
   3    0.265043836366135395E+02    0.202371794471335775E+02
   4    0.141431681871158220E+08    0.402066408239759505E+07
   5    0.112900592826827321E+03    0.304413032520235616E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.176329894993032141E+02
   2    0.188511555931460473E+01
   3    0.342651940114737297E+01
   4    0.101800371883688159E+08
   5    0.107204049580706084E+03

MAP Parameters
Dim No.        Parameter
   1    0.176329894993032141E+02
   2    0.188511555931460473E+01
   3    0.342651940114737297E+01
   4    0.101800371883688159E+08
   5    0.107204049580706084E+03
