    0.997278690338134766E+03    0.141032213657845329E+01    0.509757399559020996E+02    0.788781871364501834E+09    0.167424063202592924E+04   -0.837120316012964622E+03   -0.460515351937698814E+01    1
    0.983488440513610840E+03    0.142703208235605228E+01    0.267839133739471436E+02    0.535601569801204428E+08    0.158011251011060904E+04   -0.790056255055304518E+03   -0.461515351937698259E+01    1
    0.921622991561889648E+03    0.143147065695099385E+01    0.685417711734771729E+02    0.764325641539529711E+08    0.151007678913497034E+04   -0.755038394567485170E+03   -0.462515351937698149E+01    1
    0.942410349845886230E+03    0.138877882080867709E+01    0.757178783416748047E+02    0.635982667002116919E+09    0.150278798137826584E+04   -0.751393990689132920E+03   -0.463515351937698661E+01    1
    0.932148337364196777E+03    0.124961171608678012E+01    0.239242553710937500E+02    0.285536828416953754E+10    0.148661645967622781E+04   -0.743308229838113903E+03   -0.464515351937698728E+01    1
    0.983984589576721191E+03    0.136439147877617994E+01    0.494911670684814453E+02    0.171358390756134719E+09    0.142913948704761515E+04   -0.714569743523807574E+03   -0.465515351937698174E+01    1
    0.846542119979858398E+03    0.139940375951211893E+01    0.386970102787017822E+02    0.308436046165290534E+09    0.140046200371105215E+04   -0.700231001855526074E+03   -0.466515351937698153E+01    1
    0.883265972137451172E+03    0.138035534518698322E+01    0.738182306289672852E+02    0.747310052040108681E+09    0.137703662963224542E+04   -0.688518314816122711E+03   -0.467515351937698398E+01    1
    0.922569870948791504E+03    0.133577239202749509E+01    0.279206097126007080E+02    0.301895686829684782E+10    0.137691684044374961E+04   -0.688458420221874803E+03   -0.468515351937698377E+01    1
    0.825911283493041992E+03    0.139700553156722185E+01    0.371986210346221924E+02    0.376655595578343213E+09    0.137546654228944089E+04   -0.687733271144720447E+03   -0.469515351937698444E+01    1
    0.985901892185211182E+03    0.132321901268915565E+01    0.574296951293945312E+02    0.411982391679383278E+09    0.136372458618113637E+04   -0.681862293090568187E+03   -0.470515351937698423E+01    1
    0.841023445129394531E+03    0.138411240061485152E+01    0.633674919605255127E+02    0.431783049021567702E+09    0.134698728939001376E+04   -0.673493644695006878E+03   -0.471515351937698135E+01    1
    0.853728532791137695E+03    0.141906709475760984E+01    0.397712349891662598E+02    0.517406028229452521E+08    0.133625248604118269E+04   -0.668126243020591346E+03   -0.472515351937698025E+01    1
    0.787382304668426514E+03    0.124631242122498964E+01    0.340019524097442627E+02    0.146402081590689015E+10    0.133131666809321564E+04   -0.665658334046607820E+03   -0.473515351937698448E+01    1
    0.793620347976684570E+03    0.141020703831815086E+01    0.547082364559173584E+02    0.147326792568988681E+09    0.130505171466029128E+04   -0.652525857330145641E+03   -0.474515351937698782E+01    1
    0.884469151496887207E+03    0.133700419882239929E+01    0.534330427646636963E+02    0.232828448737091160E+10    0.129373447713120277E+04   -0.646867238565601383E+03   -0.475515351937698494E+01    1
    0.969277560710906982E+03    0.132419690082255714E+01    0.549871742725372314E+02    0.811812801474086493E+08    0.127760832907489885E+04   -0.638804164537449424E+03   -0.476515351937698117E+01    1
    0.965222358703613281E+03    0.135569689035053309E+01    0.457844674587249756E+02    0.478220635877533779E+08    0.127302878527723010E+04   -0.636514392638615050E+03   -0.477515351937698451E+01    1
    0.764687120914459229E+03    0.136340460288283416E+01    0.894048035144805908E+02    0.378776189641380072E+10    0.127296556703269607E+04   -0.636482783516348036E+03   -0.478515351937698341E+01    1
    0.912511885166168213E+03    0.131102025581062653E+01    0.181232511997222900E+02    0.139704228348538458E+09    0.122877413022625387E+04   -0.614387065113126937E+03   -0.479515351937697876E+01    1
    0.962997913360595703E+03    0.131689738230112985E+01    0.222080230712890625E+02    0.469395142891839221E+08    0.122789008598588248E+04   -0.613945042992941239E+03   -0.480515351937698032E+01    1
    0.901330649852752686E+03    0.129582659382411203E+01    0.246505737304687500E+01    0.438309649723207951E+09    0.121645536314920560E+04   -0.608227681574602798E+03   -0.481515351937698277E+01    1
    0.860114634037017822E+03    0.134115336953563413E+01    0.178307354450225830E+02    0.324854634448203266E+09    0.121330826662657819E+04   -0.606654133313289094E+03   -0.482515351937698345E+01    1
    0.884132087230682373E+03    0.135443214991434191E+01    0.812254130840301514E+02    0.667739510242838636E+08    0.119616742015711839E+04   -0.598083710078559193E+03   -0.483515351937698323E+01    1
    0.864474952220916748E+03    0.132162484800467994E+01    0.968484520912170410E+02    0.248986808341900319E+09    0.119011715854913837E+04   -0.595058579274569183E+03   -0.484515351937698480E+01    1
