Nested Sampling Global Log-Evidence           :   -0.274097738860127549E+03  +/-    0.310605405505498033E+00
Nested Importance Sampling Global Log-Evidence:   -0.275252687458471769E+03  +/-    0.241638643076178619E-01

Dim No.       Mean        Sigma
   1    0.131929676347636402E+02    0.908574651031452341E+01
   2    0.130302051015959064E+01    0.523787639624787929E-01
   3    0.125205349086363196E+02    0.482978358266139463E+01
   4    0.660519910362969398E+09    0.489131113354256928E+09
   5    0.528900334134550917E+03    0.316044575251450865E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.294402729631529558E+01
   2    0.125659569856741538E+01
   3    0.909629609042920606E+01
   4    0.983759366957517266E+09
   5    0.524269512862405577E+03

MAP Parameters
Dim No.        Parameter
   1    0.326384347549590714E+02
   2    0.136189962156348709E+01
   3    0.158809892735115668E+02
   4    0.100984623651884720E+09
   5    0.529197283359504354E+03
