Nested Sampling Global Log-Evidence           :   -0.351991446822532055E+03  +/-    0.318317127829841007E+00
Nested Importance Sampling Global Log-Evidence:   -0.352259210768117953E+03  +/-    0.290927994144499664E-01

Dim No.       Mean        Sigma
   1    0.638614554182075409E+02    0.691841153371348749E+01
   2    0.136716746181896598E+01    0.158054437668217690E-02
   3    0.191653622572111395E+02    0.315896523747186908E+01
   4    0.763879900691226602E+09    0.458136893928560168E+08
   5    0.683717734870748131E+03    0.274746380545520097E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.642598225239886744E+02
   2    0.136713669510387792E+01
   3    0.191643710463084993E+02
   4    0.787182378723053336E+09
   5    0.679805000899540119E+03

MAP Parameters
Dim No.        Parameter
   1    0.651612085723950685E+02
   2    0.136721262053072512E+01
   3    0.248784212598514820E+02
   4    0.813581144710768223E+09
   5    0.684630168553687099E+03
