Nested Sampling Global Log-Evidence           :   -0.261263414789229500E+03  +/-    0.289973471405624184E+00
Nested Importance Sampling Global Log-Evidence:   -0.261317392500443248E+03  +/-    0.334573646540474168E-01

Dim No.       Mean        Sigma
   1    0.225394680376650491E+02    0.812724034312389776E+01
   2    0.136605243840529167E+01    0.185365490483268528E-02
   3    0.174397208759088613E+02    0.356623771321074789E+01
   4    0.626651246680469275E+09    0.218365828515801251E+09
   5    0.505709906754800670E+03    0.305290538017398427E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.205962841107982015E+02
   2    0.136646960715317967E+01
   3    0.188612287398905139E+02
   4    0.745267900153493643E+09
   5    0.501571370051969666E+03

MAP Parameters
Dim No.        Parameter
   1    0.215834993307124421E+02
   2    0.136634334139900226E+01
   3    0.135959069182468415E+02
   4    0.799505489158003688E+09
   5    0.504922246792071633E+03
