Nested Sampling Global Log-Evidence           :   -0.575977613744959399E+03  +/-    0.335636502913837176E+00
Nested Importance Sampling Global Log-Evidence:   -0.575205992786939760E+03  +/-    0.139616102946967635E+00

Dim No.       Mean        Sigma
   1    0.192472272781506071E+02    0.637306414764000717E+01
   2    0.136221661629816637E+01    0.345331561450767802E-02
   3    0.162540882297783682E+02    0.330181532359251584E+01
   4    0.822394129020507812E+09    0.512189944296424463E+08
   5    0.112942485507320998E+04    0.279059733459893833E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.188078224791322484E+02
   2    0.136258022733015371E+01
   3    0.169318743246066994E+02
   4    0.839013187703800559E+09
   5    0.112545842136433885E+04

MAP Parameters
Dim No.        Parameter
   1    0.239239781153058928E+02
   2    0.136132904793795362E+01
   3    0.108508473465392559E+02
   4    0.866191424566223979E+09
   5    0.112943981270278255E+04
