Nested Sampling Global Log-Evidence           :   -0.105859962388831832E+03  +/-    0.274317754359150900E+00
Nested Importance Sampling Global Log-Evidence:   -0.106156415277552540E+03  +/-    0.323851980272380560E-01

Dim No.       Mean        Sigma
   1    0.252586912309213574E+02    0.112140596768449203E+02
   2    0.136444575624867204E+01    0.211890345474320630E-02
   3    0.141479840574382312E+02    0.398364494711871453E+01
   4    0.107585671790502697E+09    0.150328642958858967E+09
   5    0.196669878706339688E+03    0.297719472355673709E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.257689169301134413E+02
   2    0.136437769891740235E+01
   3    0.130409422517123232E+02
   4    0.650961612908736318E+08
   5    0.192411576529642957E+03

MAP Parameters
Dim No.        Parameter
   1    0.144505316178584913E+02
   2    0.136734187399541196E+01
   3    0.127460345141089526E+02
   4    0.547080067504453585E+08
   5    0.196548977398906175E+03
