Nested Sampling Global Log-Evidence           :   -0.159946955967822390E+03  +/-    0.289415642796125139E+00
Nested Importance Sampling Global Log-Evidence:   -0.160917360260287182E+03  +/-    0.208580763431889180E-01

Dim No.       Mean        Sigma
   1    0.528489467859332507E+01    0.390855087100200382E+01
   2    0.109132872285425742E+01    0.230365647246899259E-02
   3    0.244785458283815629E+02    0.417003700279298606E+01
   4    0.124005634771951199E+10    0.218175140853269964E+09
   5    0.303141629076630750E+03    0.298062638283071513E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.128532406458049708E+01
   2    0.109231128879879558E+01
   3    0.249005315099700120E+02
   4    0.127051673708521390E+10
   5    0.298251811517543615E+03

MAP Parameters
Dim No.        Parameter
   1    0.585387777030711320E+00
   2    0.109392298670312305E+01
   3    0.299282792804005808E+02
   4    0.118382214509097672E+10
   5    0.303995425043427360E+03
