    0.382916469307882963E+02    0.145082241293423442E+01    0.277792131831634421E+02    0.390548087296040058E+08    0.958241934958586228E+02   -0.479120967479293114E+02
    0.481091141700744629E+02    0.150327079298994049E+01    0.250201284885406494E+02    0.175456456618372425E+08    0.946943630272401435E+02   -0.473471815136200718E+02
    0.582804126145352157E+02    0.154082166180387503E+01    0.487318015939031013E+00    0.509832711633271575E+09    0.941239013627253200E+02   -0.470619506813626600E+02
    0.361825227737426758E+02    0.150433326893785679E+01    0.247847855091094971E+02    0.161378416403984353E+08    0.922123253157120644E+02   -0.461061626578560322E+02
    0.502602280765097689E+02    0.151643361886552652E+01    0.188658800039634897E+02    0.949856401151629835E+08    0.891344301939343211E+02   -0.445672150969671605E+02
    0.173490220716373038E+02    0.148705980727828968E+01    0.370077993815956958E+02    0.278517648288939667E+10    0.883334170585051766E+02   -0.441667085292525883E+02
    0.666873401380675404E+02    0.157249607587810614E+01    0.398387338834088496E+02    0.125079019097926132E+08    0.880109839370499003E+02   -0.440054919685249502E+02
    0.468728515249566584E+02    0.155313064552918112E+01    0.302503336665423177E+02    0.599435575296296835E+09    0.879738947291548072E+02   -0.439869473645774036E+02
    0.602158990907201783E+02    0.154947484036721028E+01    0.542783263924039403E+02    0.163576288872205472E+10    0.879341433950437334E+02   -0.439670716975218667E+02
    0.453224382727321213E+02    0.150842116515267577E+01    0.216470588013107879E+01    0.760865565668352246E+09    0.877261296180971897E+02   -0.438630648090485948E+02
    0.495787262916564941E+02    0.152665510487954381E+01    0.537135720252990723E+02    0.217514271571885109E+10    0.877033697417901976E+02   -0.438516848708950988E+02
    0.811023116111755371E+02    0.150418396590090930E+01    0.108632862567901611E+02    0.136707116464539431E+08    0.876834522410731552E+02   -0.438417261205365776E+02
    0.619149502381561678E+01    0.148842958069796394E+01    0.362151894315805123E+02    0.100150486459340084E+10    0.873928552408427208E+02   -0.436964276204213604E+02
    0.807371735572814941E+02    0.143757567797434449E+01    0.197931349277496338E+02    0.251732670929215640E+09    0.871694333431067889E+02   -0.435847166715533945E+02
    0.471589706050736339E+02    0.155633796670374847E+01    0.189406104458177599E+00    0.120124209038755202E+10    0.870584461923396589E+02   -0.435292230961698294E+02
    0.826162099838256836E+01    0.157633789873453356E+01    0.298492908477783203E+01    0.321396377509031117E+09    0.865746862393939551E+02   -0.432873431196969776E+02
    0.515572302483257445E+02    0.149808227713546116E+01    0.683322289473265165E+01    0.230590574553743273E+09    0.865160620246972059E+02   -0.432580310123486029E+02
    0.653264420191649293E+02    0.154455133652681242E+01    0.213986615351732326E+02    0.288469094235182777E+08    0.865033251688250999E+02   -0.432516625844125500E+02
    0.972726345062255859E+02    0.146179685458519404E+01    0.101892054080963135E+02    0.306640269585831344E+09    0.864704354506216788E+02   -0.432352177253108394E+02
    0.982135535614423532E+02    0.148043482235796930E+01    0.693310168039561070E+01    0.260352478220104504E+10    0.864383848529726606E+02   -0.432191924264863303E+02
    0.100255224014699749E+03    0.144258302095160862E+01    0.828300528404795244E+01    0.457793842103385031E+08    0.861125193711872612E+02   -0.430562596855936306E+02
    0.868319869041442871E+02    0.145395297671198387E+01    0.125262677669525146E+02    0.522931381576869190E+08    0.860193608641853302E+02   -0.430096804320926651E+02
    0.110986041600945853E+03    0.147690099350566273E+01    0.978056039178660086E+01    0.115259192565831685E+10    0.858334471470751339E+02   -0.429167235735375669E+02
    0.486049526152342395E+02    0.154219706584757832E+01    0.330390738662941743E+02    0.416216497333244383E+08    0.858238356848939645E+02   -0.429119178424469823E+02
    0.522115532930211401E+02    0.145281062316201770E+01    0.236321265681667079E+02    0.420741956866719961E+09    0.857305922134923009E+02   -0.428652961067461504E+02
    0.100293664504842006E+02    0.156368527630854759E+01    0.420622458464827531E+02    0.313198852855128336E+10    0.857113840320735960E+02   -0.428556920160367980E+02
    0.182803537683677817E+02    0.145167580851741862E+01    0.210120166967215631E+02    0.181044025003193557E+09    0.856238431199890044E+02   -0.428119215599945022E+02
    0.177327935636729350E+02    0.151351337132023311E+01    0.150700393864719864E+02    0.179262305157237738E+09    0.855231480475713397E+02   -0.427615740237856699E+02
    0.478041768074035645E+02    0.145885959435027956E+01    0.194444000720977783E+02    0.683052647212784141E+08    0.855231097342576163E+02   -0.427615548671288082E+02
    0.317151486049982658E+02    0.156899139773752871E+01    0.464047603340134742E+02    0.711065562940477878E+08    0.854824342823434478E+02   -0.427412171411717239E+02
    0.204069900428750799E+02    0.154239354691637520E+01    0.201876844529197506E+02    0.338415431919796181E+10    0.854277473584052416E+02   -0.427138736792026208E+02
    0.902720352418256411E+01    0.146369206596928225E+01    0.228269289409393217E+02    0.260914379566872925E+09    0.854272220958742992E+02   -0.427136110479371496E+02
    0.331127630072067163E+02    0.155647800876980091E+01    0.718824053954513857E+02    0.599256262641241550E+09    0.853875293644352382E+02   -0.426937646822176191E+02
    0.463414728668882390E+02    0.154649850046439075E+01    0.308113936505264157E+02    0.178294258441012837E+08    0.853203636469645659E+02   -0.426601818234822829E+02
