Nested Sampling Global Log-Evidence           :   -0.998949575194542518E+02  +/-    0.247538420332619968E+00
Nested Importance Sampling Global Log-Evidence:   -0.100562136076996708E+03  +/-    0.290946186850633143E-01

Dim No.       Mean        Sigma
   1    0.170077370633767302E+02    0.154679445661936157E+02
   2    0.153922003581284450E+01    0.425906187376080062E-01
   3    0.296065446470846467E+02    0.237167386877753010E+02
   4    0.130773325352004409E+09    0.373328829082869947E+09
   5    0.187534861130751182E+03    0.307542026023464166E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.919543973552934490E+00
   2    0.153842785436347818E+01
   3    0.155716138747993469E+02
   4    0.132855233734262995E+08
   5    0.182538109576491081E+03

MAP Parameters
Dim No.        Parameter
   1    0.919543973552934490E+00
   2    0.153842785436347818E+01
   3    0.155716138747993469E+02
   4    0.132855233734262995E+08
   5    0.182538109576491081E+03
