Nested Sampling Global Log-Evidence           :   -0.108721546208476866E+03  +/-    0.284427263404824215E+00
Nested Importance Sampling Global Log-Evidence:   -0.107355350064380190E+03  +/-    0.896860806836533353E+00

Dim No.       Mean        Sigma
   1    0.635872292876734804E+02    0.275709367486491850E+02
   2    0.151466405930238746E+01    0.349644229688054059E-01
   3    0.914287516100125508E+01    0.694849695124770594E+01
   4    0.111172318362103663E+08    0.239221899332959810E+07
   5    0.201263318783357619E+03    0.376756239498681378E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.770350446956272776E+02
   2    0.150978099656732234E+01
   3    0.102650907433102745E+01
   4    0.100190597914819233E+08
   5    0.195180152970869244E+03

MAP Parameters
Dim No.        Parameter
   1    0.770350446956272776E+02
   2    0.150978099656732234E+01
   3    0.102650907433102745E+01
   4    0.100190597914819233E+08
   5    0.195180152970869244E+03
