    0.327583336076824816E+01    0.156191120220007740E+01    0.910420037246348670E+02    0.808462700054271460E+09    0.203039254847995778E+03   -0.101519627423997889E+03
    0.484292198918772314E+02    0.147944756745840778E+01    0.720437377605969154E+01    0.533140657307855785E+09    0.202240423504399985E+03   -0.101120211752199992E+03
    0.212996683199018477E+01    0.146163602320100439E+01    0.279274102904635779E+00    0.168280000377988160E+09    0.199754566737019644E+03   -0.998772833685098220E+02
    0.114136259366373842E+02    0.149026339784080419E+01    0.122230848183723984E+01    0.207925921657101893E+10    0.199219599762494283E+03   -0.996097998812471417E+02
    0.565193858650771759E+02    0.143845269539942366E+01    0.156292561933415453E+02    0.742739165084083796E+09    0.198977305485653659E+03   -0.994886527428268295E+02
    0.638162440939951949E+02    0.149016358586731434E+01    0.359148700083669192E+01    0.151925127971852183E+10    0.197742117939483620E+03   -0.988710589697418101E+02
    0.767578703837614285E+02    0.149866740382095931E+01    0.237638591724603243E+01    0.472127193982545733E+08    0.197629348976806568E+03   -0.988146744884032842E+02
    0.424768290982123276E+02    0.151479955267506972E+01    0.993969347913670553E+01    0.264457910789951086E+08    0.196825676677189534E+03   -0.984128383385947672E+02
    0.152689021538991732E+01    0.148131390023646414E+01    0.100020889164126867E+02    0.103860785230430841E+09    0.196517401963386135E+03   -0.982587009816930674E+02
    0.551955546112691735E+02    0.147340038233069759E+01    0.843192002043753419E+01    0.168804569504042006E+10    0.196260997249282156E+03   -0.981304986246410778E+02
    0.143346786499023438E+02    0.137231821283473976E+01    0.158947050571441650E+02    0.215055751594638062E+10    0.195875207524040007E+03   -0.979376037620200037E+02
    0.572800636291503906E-01    0.149202233264444062E+01    0.940913558006286621E+01    0.811024685754695237E+08    0.195465358577470852E+03   -0.977326792887354259E+02
    0.498545705637102685E+02    0.148504855226310606E+01    0.297170341945148451E+02    0.164442574552718878E+10    0.195284237823839220E+03   -0.976421189119196100E+02
    0.117672107719542058E+02    0.141374529066269772E+01    0.103898474429887830E+02    0.159604841265373349E+09    0.195271208816625688E+03   -0.976356044083128438E+02
    0.241043098327290366E+02    0.158837819107125289E+01    0.653808147686447825E+02    0.332735352207133248E+08    0.195002425860695496E+03   -0.975012129303477479E+02
    0.335602753670167928E+02    0.155495622317413185E+01    0.208653748080471146E+02    0.165791813388727773E+08    0.194960446909581009E+03   -0.974802234547905044E+02
    0.396121793637895010E+02    0.159729554002672791E+01    0.215855052245060577E+02    0.388720583244548589E+08    0.194921969367743543E+03   -0.974609846838717715E+02
    0.274400800127370239E+02    0.150915489482175214E+01    0.151814796487153991E+02    0.330912191249788664E+08    0.194841062334438504E+03   -0.974205311672192522E+02
    0.531047896826552233E+02    0.149104414749688208E+01    0.317401114174941874E+02    0.133515488883527613E+10    0.194795541189497271E+03   -0.973977705947486356E+02
    0.590600932204549878E+02    0.150824648854276933E+01    0.791945044718762770E+01    0.258012842758047245E+08    0.194740345024040408E+03   -0.973701725120202042E+02
    0.537105452450365277E+02    0.147691069921612450E+01    0.125179891991818302E+02    0.560210488740546331E+08    0.194651651601951670E+03   -0.973258258009758350E+02
    0.518537200277141537E+02    0.150694744332676489E+01    0.562190678863688387E+01    0.462834059404822439E+08    0.194411883747154661E+03   -0.972059418735773306E+02
    0.146434354857852167E+02    0.149534792646012660E+01    0.220848992361555485E+01    0.691014738689735830E+08    0.194408540699361538E+03   -0.972042703496807690E+02
    0.153165379676060756E+02    0.142681428260484866E+01    0.413555397805647118E+01    0.178368654291799694E+09    0.194126165752231088E+03   -0.970630828761155442E+02
    0.489480484035110095E+02    0.149674592416255114E+01    0.270645756901481640E+02    0.170176434925575471E+10    0.193952267736024169E+03   -0.969761338680120843E+02
    0.383091357589132064E+01    0.154571041754431482E+01    0.271954216871418417E+02    0.713167131090610027E+08    0.193913859130892661E+03   -0.969569295654463303E+02
    0.422408573497112840E+02    0.149840232196170797E+01    0.160433681675917228E+02    0.189305594018339181E+10    0.193710894899260808E+03   -0.968554474496304039E+02
    0.229418848157889776E+01    0.153454541881142625E+01    0.282587995686617255E+02    0.266216468260478005E+08    0.193651971143980944E+03   -0.968259855719904721E+02
    0.640255848538117611E+01    0.148710096492112398E+01    0.151008026314003594E+02    0.843968994309602976E+09    0.193611324272252205E+03   -0.968056621361261023E+02
    0.297201716205396700E+02    0.157992468429724697E+01    0.824387557014274961E+02    0.169414950494716242E+08    0.193564867522643880E+03   -0.967824337613219399E+02
    0.388989094852207273E+02    0.144906712067204846E+01    0.564829450834284241E+01    0.622276317011933327E+08    0.193562322210873361E+03   -0.967811611054366807E+02
