Nested Sampling Global Log-Evidence           :   -0.469090109758893959E+03  +/-    0.245543072138962509E+00
Nested Importance Sampling Global Log-Evidence:   -0.470269617691000235E+03  +/-    0.238018435558194318E-01

Dim No.       Mean        Sigma
   1    0.327785827041809625E+02    0.166470803429987662E+02
   2    0.137046151825781881E+01    0.758424535798312392E-02
   3    0.175388871545238700E+02    0.467809186263292176E+01
   4    0.181710641227926835E+08    0.667400525226530991E+07
   5    0.926121939462979299E+03    0.211208365860630431E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.146532867495175658E+02
   2    0.136373195611197717E+01
   3    0.179551252882475865E+02
   4    0.119759264498655926E+08
   5    0.922707124023705546E+03

MAP Parameters
Dim No.        Parameter
   1    0.188542679638159569E+02
   2    0.136692152002243184E+01
   3    0.254602935456516022E+02
   4    0.141526919977931324E+08
   5    0.926446537760579758E+03
