Nested Sampling Global Log-Evidence           :   -0.145450764336250245E+04  +/-    0.325273656665936717E+00
Nested Importance Sampling Global Log-Evidence:   -0.145530601053198916E+04  +/-    0.235655035839891641E-01

Dim No.       Mean        Sigma
   1    0.147413784700511186E+01    0.145784730107757921E+01
   2    0.136694672465378253E+01    0.205323199539221395E-02
   3    0.725155815121813987E+02    0.643590497613636892E+01
   4    0.662203780630917907E+09    0.769183034262887537E+08
   5    0.288785469637697224E+04    0.334665333055971015E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.755804227762438691E-01
   2    0.136669706187492324E+01
   3    0.711472829485501990E+02
   4    0.642612909735479116E+09
   5    0.288299960490482135E+04

MAP Parameters
Dim No.        Parameter
   1    0.755804227762438691E-01
   2    0.136669706187492324E+01
   3    0.711472829485501990E+02
   4    0.642612909735479116E+09
   5    0.288299960490482135E+04
