Nested Sampling Global Log-Evidence           :   -0.269584450322049463E+03  +/-    0.271741687453634861E+00
Nested Importance Sampling Global Log-Evidence:   -0.270546847497061322E+03  +/-    0.232642555167660789E-01

Dim No.       Mean        Sigma
   1    0.244709858497618988E+02    0.111215056626027469E+02
   2    0.135567752946589404E+01    0.187968053630086515E-02
   3    0.130369146256625523E+02    0.426900100258699933E+01
   4    0.104761042235216275E+09    0.597836832207234800E+08
   5    0.524400191704189297E+03    0.317976394584563904E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.284936714104876536E+02
   2    0.135582280195284777E+01
   3    0.123892508138801123E+02
   4    0.100078704198252216E+09
   5    0.519935861186021498E+03

MAP Parameters
Dim No.        Parameter
   1    0.179780044212960703E+02
   2    0.135598895021088550E+01
   3    0.148633104143112238E+02
   4    0.103848754466608956E+09
   5    0.523914621119349249E+03
