Nested Sampling Global Log-Evidence           :   -0.452432254727805912E+03  +/-    0.314956951544023533E+00
Nested Importance Sampling Global Log-Evidence:   -0.452845145820609048E+03  +/-    0.117863099198171520E+00

Dim No.       Mean        Sigma
   1    0.455600579141539242E+03    0.140971987306630755E+02
   2    0.169496197328206177E+01    0.456133287112972996E-03
   3    0.202643058357218067E+02    0.142315720954543821E+02
   4    0.104544065706995614E+08    0.816393576926977723E+06
   5    0.885024933190168440E+03    0.281998988789889449E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.456584136164095582E+03
   2    0.169508738347182497E+01
   3    0.130596485890669332E+02
   4    0.100483856912338417E+08
   5    0.881482748323195779E+03

MAP Parameters
Dim No.        Parameter
   1    0.457077139793614322E+03
   2    0.169476448672002511E+01
   3    0.460616781647741291E+02
   4    0.101838529047638308E+08
   5    0.884550583082522962E+03
