Nested Sampling Global Log-Evidence           :   -0.156974125299750972E+04  +/-    0.421681210696656261E+00
Nested Importance Sampling Global Log-Evidence:   -0.157000960913893732E+04  +/-    0.199220689764683379E+00

Dim No.       Mean        Sigma
   1    0.281832876004888488E+01    0.269689961302282732E+01
   2    0.133923509613090608E+01    0.341402428656403887E-02
   3    0.599771677492748956E+00    0.874528383311228619E+00
   4    0.711770116394218445E+09    0.503210325971979201E+08
   5    0.310391949730724809E+04    0.547471174841192898E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.103942801137208284E-01
   2    0.133706231433316658E+01
   3    0.355082486653253634E-01
   4    0.725264257809129596E+09
   5    0.309623088214029622E+04

MAP Parameters
Dim No.        Parameter
   1    0.103942801137208284E-01
   2    0.133706231433316658E+01
   3    0.355082486653253634E-01
   4    0.725264257809129596E+09
   5    0.309623088214029622E+04
