Nested Sampling Global Log-Evidence           :   -0.121113780429965868E+04  +/-    0.328626192094343739E+00
Nested Importance Sampling Global Log-Evidence:   -0.121129554715059112E+04  +/-    0.280315752428161730E-01

Dim No.       Mean        Sigma
   1    0.933458994037213898E+02    0.315786978505118565E+01
   2    0.111909087063320478E+01    0.581272270889497439E-03
   3    0.627085827959124202E+02    0.397666065228585675E+01
   4    0.113415188352115944E+09    0.118703804415676594E+08
   5    0.240067657377728756E+04    0.314490111734706090E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.943865995218209264E+02
   2    0.111914547410936183E+01
   3    0.612421390886892070E+02
   4    0.102095012015986875E+09
   5    0.239590291818528840E+04

MAP Parameters
Dim No.        Parameter
   1    0.953609273796814705E+02
   2    0.111877145046041071E+01
   3    0.689589037548626180E+02
   4    0.102380317380102322E+09
   5    0.240047699026534974E+04
