    0.127083712221136191E+01    0.974185764789581299E+02    0.188330983711027384E+10    0.365579049203824798E+04   -0.182789524601912399E+04   -0.460515351937698814E+01    1
    0.119169716912644552E+01    0.618599653244018555E+01    0.375452533651270723E+10    0.340051307573065696E+04   -0.170025653786532848E+04   -0.461515351937698259E+01    1
    0.122698571650762434E+01    0.529012203216552734E+02    0.237273776949251604E+10    0.326347373321492250E+04   -0.163173686660746125E+04   -0.462515351937698149E+01    1
    0.117911662395284100E+01    0.207783043384552002E+02    0.400756740370655251E+10    0.322565763534820462E+04   -0.161282881767410231E+04   -0.463515351937698661E+01    1
    0.116394951690936987E+01    0.773604512214660645E+01    0.453984175786582088E+10    0.322562510313394159E+04   -0.161281255156697080E+04   -0.464515351937698728E+01    1
    0.117767038619400943E+01    0.603341400623321533E+02    0.320433578550179815E+10    0.292286969643372004E+04   -0.146143484821686002E+04   -0.465515351937698174E+01    1
    0.113390025407844086E+01    0.920527160167694092E+02    0.510322240401531792E+10    0.288292804524394705E+04   -0.144146402262197353E+04   -0.466515351937698153E+01    1
    0.114720949527563021E+01    0.522046983242034912E+02    0.401247105860025787E+10    0.279235765663501434E+04   -0.139617882831750717E+04   -0.467515351937698398E+01    1
    0.115191246804764380E+01    0.913152813911437988E+02    0.347198824489357328E+10    0.270434805704766040E+04   -0.135217402852383020E+04   -0.468515351937698377E+01    1
    0.111581591779221645E+01    0.198146998882293701E+02    0.412948135639954472E+10    0.265842023120612248E+04   -0.132921011560306124E+04   -0.469515351937698444E+01    1
    0.121446197822944879E+01    0.178068339824676514E+02    0.162945842981260109E+10    0.263319116548554439E+04   -0.131659558274277219E+04   -0.470515351937698423E+01    1
    0.122063650746658237E+01    0.287993907928466797E+02    0.131275947802572799E+10    0.254622731101350519E+04   -0.127311365550675259E+04   -0.471515351937698135E+01    1
    0.109492465168982767E+01    0.962458014488220215E+02    0.529950633273845673E+10    0.253781498453061022E+04   -0.126890749226530511E+04   -0.472515351937698025E+01    1
    0.114698155750949748E+01    0.918191194534301758E+02    0.286325131872620583E+10    0.252358619945750297E+04   -0.126179309972875149E+04   -0.473515351937698448E+01    1
    0.118093056711314781E+01    0.558299541473388672E+02    0.217094142913824844E+10    0.250736913707512667E+04   -0.125368456853756334E+04   -0.474515351937698782E+01    1
    0.120552348239991214E+01    0.535038352012634277E+02    0.144974970745893836E+10    0.249734055750839980E+04   -0.124867027875419990E+04   -0.475515351937698494E+01    1
    0.104945616133315700E+01    0.508041977882385254E+02    0.394920840536433315E+10    0.246249475513697007E+04   -0.123124737756848504E+04   -0.476515351937698117E+01    1
    0.113355018692471221E+01    0.586975932121276855E+02    0.278839836426381445E+10    0.244024027702478634E+04   -0.122012013851239317E+04   -0.477515351937698451E+01    1
    0.119858377705192676E+01    0.113542973995208740E+02    0.144946719679335427E+10    0.241684585600819491E+04   -0.120842292800409746E+04   -0.478515351937698341E+01    1
    0.117340364733068614E+01    0.691907525062561035E+02    0.239534036099635792E+10    0.240519530031317845E+04   -0.120259765015658922E+04   -0.479515351937697876E+01    1
    0.108131375612539959E+01    0.728596806526184082E+02    0.323184789279492092E+10    0.240400628311775199E+04   -0.120200314155887600E+04   -0.480515351937698032E+01    1
    0.117708847971092934E+01    0.982388436794281006E+02    0.223113149342030525E+10    0.238637925000652740E+04   -0.119318962500326370E+04   -0.481515351937698277E+01    1
    0.113891057575659160E+01    0.608201265335083008E+02    0.257442953553184938E+10    0.238504889809430233E+04   -0.119252444904715117E+04   -0.482515351937698345E+01    1
    0.111284520895877992E+01    0.377262651920318604E+02    0.291319086465501356E+10    0.237724122687108820E+04   -0.118862061343554410E+04   -0.483515351937698323E+01    1
    0.112937213924492652E+01    0.322901725769042969E+02    0.246717182677755022E+10    0.233733103332497831E+04   -0.116866551666248915E+04   -0.484515351937698480E+01    1
    0.105330635330855937E+01    0.108288764953613281E+02    0.304178106168274403E+10    0.230957813395803169E+04   -0.115478906697901584E+04   -0.485515351937698814E+01    1
    0.122956708085659461E+01    0.180223703384399414E+02    0.900610310947554231E+09    0.229721541341995999E+04   -0.114860770670997999E+04   -0.486515351937698437E+01    1
    0.108547417522604528E+01    0.484846353530883789E+02    0.291713576040819645E+10    0.226313210395509668E+04   -0.113156605197754834E+04   -0.487515351937698149E+01    1
    0.117226772149478853E+01    0.753919184207916260E+02    0.207239838713301659E+10    0.226125928023804227E+04   -0.113062964011902113E+04   -0.488515351937698572E+01    1
    0.999070874552916210E+00    0.705546796321868896E+02    0.238248477605152130E+10    0.225447480454889137E+04   -0.112723740227444569E+04   -0.489515351937698817E+01    1
    0.107673675128218105E+01    0.287638306617736816E+02    0.287344331187867498E+10    0.223928389580951080E+04   -0.111964194790475540E+04   -0.490515351937698973E+01    1
