    0.779436349868774414E+02    0.115606670083296126E+01    0.207605123519897461E+02    0.499536551297326660E+10    0.370154448260859499E+04   -0.185077224130429749E+04   -0.460515351937698814E+01    1
    0.505808472633361816E+02    0.122496187190548689E+01    0.779702067375183105E+02    0.185061917032791400E+10    0.351462981014822753E+04   -0.175731490507411377E+04   -0.461515351937698259E+01    1
    0.239077866077423096E+02    0.122996871518184792E+01    0.548213899135589600E+02    0.231975774632421160E+10    0.348446963033611337E+04   -0.174223481516805668E+04   -0.462515351937698149E+01    1
    0.924837708473205566E+02    0.114558301290868103E+01    0.122553884983062744E+02    0.321694081165694284E+10    0.345330539723380753E+04   -0.172665269861690376E+04   -0.463515351937698661E+01    1
    0.966243624687194824E+02    0.115042590156017388E+01    0.743980646133422852E+02    0.315475141745975876E+10    0.335357464796148270E+04   -0.167678732398074135E+04   -0.464515351937698728E+01    1
    0.644299268722534180E+02    0.115005339668972550E+01    0.297071635723114014E+02    0.382184234530296135E+10    0.323283918248466216E+04   -0.161641959124233108E+04   -0.465515351937698174E+01    1
    0.753187119960784912E+02    0.118055917312910008E+01    0.724102258682250977E+01    0.175119461293288612E+10    0.322856630073669930E+04   -0.161428315036834965E+04   -0.466515351937698153E+01    1
    0.451379776000976562E+02    0.118547671519858211E+01    0.954846143722534180E+01    0.239570595659016657E+10    0.322748731351462266E+04   -0.161374365675731133E+04   -0.467515351937698398E+01    1
    0.845980644226074219E+01    0.116478085087163485E+01    0.582671761512756348E+01    0.335472234111667061E+10    0.316889717481687057E+04   -0.158444858740843529E+04   -0.468515351937698377E+01    1
    0.946918487548828125E+02    0.112682949113126796E+01    0.345062613487243652E+02    0.409786390067576742E+10    0.277930362083104637E+04   -0.138965181041552319E+04   -0.469515351937698444E+01    1
    0.708032369613647461E+02    0.114642132325086576E+01    0.740909159183502197E+02    0.261031818551355934E+10    0.273350833342633905E+04   -0.136675416671316952E+04   -0.470515351937698423E+01    1
    0.782642066478729248E+02    0.113526666439113333E+01    0.893257617950439453E+02    0.287514194968951941E+10    0.273159264423683589E+04   -0.136579632211841795E+04   -0.471515351937698135E+01    1
    0.608600795269012451E+02    0.122344625721653366E+01    0.920371115207672119E+02    0.511609217255027115E+09    0.265923871757117740E+04   -0.132961935878558870E+04   -0.472515351937698025E+01    1
    0.738855183124542236E+02    0.115668371491788391E+01    0.858449459075927734E+02    0.200851482648776960E+10    0.264544543402447789E+04   -0.132272271701223895E+04   -0.473515351937698448E+01    1
    0.536914229393005371E+02    0.123611480504205207E+01    0.652543902397155762E+01    0.796320033584220409E+09    0.261565972556392626E+04   -0.130782986278196313E+04   -0.474515351937698782E+01    1
    0.977017641067504883E+02    0.117393848680480861E+01    0.502469241619110107E+02    0.847736810700077772E+09    0.259943526208035792E+04   -0.129971763104017896E+04   -0.475515351937698494E+01    1
    0.639227509498596191E+02    0.103380726049353977E+01    0.674185693264007568E+02    0.292393861769513893E+10    0.256587684547429762E+04   -0.128293842273714881E+04   -0.476515351937698117E+01    1
    0.648153364658355713E+02    0.119447837084173236E+01    0.401002824306488037E+02    0.868849545299148917E+09    0.255334507855887114E+04   -0.127667253927943557E+04   -0.477515351937698451E+01    1
    0.569544613361358643E+02    0.112059649716773757E+01    0.870975553989410400E+02    0.512789920277278423E+10    0.253452082718650036E+04   -0.126726041359325018E+04   -0.478515351937698341E+01    1
    0.878417193889617920E+02    0.119080220165103712E+01    0.697090029716491699E+02    0.520324054644184470E+09    0.253340725101853377E+04   -0.126670362550926689E+04   -0.479515351937697876E+01    1
    0.233764410018920898E+02    0.105091381691868202E+01    0.625015974044799805E+02    0.469678685413533401E+10    0.251223419114295575E+04   -0.125611709557147788E+04   -0.480515351937698032E+01    1
    0.382516682147979736E+02    0.123719809042250328E+01    0.741865456104278564E+02    0.493223170290114045E+09    0.248991940451873870E+04   -0.124495970225936935E+04   -0.481515351937698277E+01    1
    0.498009800910949707E+02    0.117416273439360719E+01    0.618091762065887451E+02    0.113729007269742417E+10    0.241329461232674385E+04   -0.120664730616337192E+04   -0.482515351937698345E+01    1
    0.791556835174560547E+01    0.110506277422119048E+01    0.168892741203308105E+02    0.301364106488403797E+10    0.240644119866361143E+04   -0.120322059933180572E+04   -0.483515351937698323E+01    1
