Nested Sampling Global Log-Evidence           :   -0.161995222496409360E+04  +/-    0.265562255895994082E+00
Nested Importance Sampling Global Log-Evidence:   -0.162019668472311014E+04  +/-    0.261193540226717785E-01

Dim No.       Mean        Sigma
   1    0.111926321114896976E+01    0.148161434322055139E-02
   2    0.684692611599543142E+02    0.493818915760677335E+01
   3    0.193547998164474696E+09    0.293300304581141546E+08
   4    0.322579978757079516E+04    0.244016616416664123E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.111871587667837380E+01
   2    0.686741229660680119E+02
   3    0.180968522810051322E+09
   4    0.322210649466946234E+04

MAP Parameters
Dim No.        Parameter
   1    0.111847263905546868E+01
   2    0.652727536679829967E+02
   3    0.191848139545797110E+09
   4    0.322582247597992910E+04
