Nested Sampling Global Log-Evidence           :   -0.714400053086374101E+02  +/-    0.202393660875852893E+00
Nested Importance Sampling Global Log-Evidence:   -0.723864614439048069E+02  +/-    0.361904516918639049E-01

Dim No.       Mean        Sigma
   1    0.306498951079657047E+02    0.247450264323466982E+02
   2    0.163299843104082631E+01    0.360681522600855148E-01
   3    0.479815152648677596E+02    0.271828228124556261E+02
   4    0.239998416177434117E+09    0.231174145009158194E+09
   5    0.134687371824737767E+03    0.226590243071048913E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.875699275237772135E+01
   2    0.159735588610645296E+01
   3    0.638986895231463876E+02
   4    0.698040643593369007E+09
   5    0.131892028026150911E+03

MAP Parameters
Dim No.        Parameter
   1    0.368327988846499821E+02
   2    0.161325195729460491E+01
   3    0.215965677994461345E+02
   4    0.598010068045635745E+08
   5    0.134741987842134279E+03
