Nested Sampling Global Log-Evidence           :   -0.388937671849765181E+02  +/-    0.180887527059327535E+00
Nested Importance Sampling Global Log-Evidence:   -0.395294121903061253E+02  +/-    0.285679549277358044E-01

Dim No.       Mean        Sigma
   1    0.677548879053056368E+02    0.511904578929542993E+02
   2    0.163734605468870398E+01    0.334076985352149344E-01
   3    0.507754673222564250E+02    0.284993608057532697E+02
   4    0.285103231582872331E+09    0.217613658536266118E+09
   5    0.712434748808242659E+02    0.236892631738763404E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.192916135078354642E+02
   2    0.157885808258459348E+01
   3    0.251566578250876098E+02
   4    0.447756258474333107E+09
   5    0.683083633691429384E+02

MAP Parameters
Dim No.        Parameter
   1    0.116679105290957565E+03
   2    0.162788618870255131E+01
   3    0.738272875485522064E+02
   4    0.473452141054154456E+09
   5    0.704011615117448457E+02
