Nested Sampling Global Log-Evidence           :   -0.528027998223484261E+02  +/-    0.223659187664527692E+00
Nested Importance Sampling Global Log-Evidence:   -0.538669109282370826E+02  +/-    0.236146382819583563E-01

Dim No.       Mean        Sigma
   1    0.182022338872324241E+02    0.145003009917658030E+02
   2    0.162323444819642049E+01    0.299479468253582154E-01
   3    0.449085046020868006E+02    0.270918081312085626E+02
   4    0.218142579001944602E+09    0.128150760586142287E+09
   5    0.956009131993463512E+02    0.302021769985166655E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.957459543823570414E+01
   2    0.159650299591528344E+01
   3    0.214007435991438868E+02
   4    0.277011180437047303E+09
   5    0.906535320001605385E+02

MAP Parameters
Dim No.        Parameter
   1    0.957459543823570414E+01
   2    0.159650299591528344E+01
   3    0.214007435991438868E+02
   4    0.277011180437047303E+09
   5    0.906535320001605385E+02
