Nested Sampling Global Log-Evidence           :   -0.918327376415175678E+02  +/-    0.266447199147388791E+00
Nested Importance Sampling Global Log-Evidence:   -0.931854046279170234E+02  +/-    0.230879473553350541E-01

Dim No.       Mean        Sigma
   1    0.318618301898941034E+02    0.179380296461202704E+02
   2    0.115633999961843803E+01    0.243561003241867620E-02
   3    0.944871958327226338E+02    0.489423739473323582E+01
   4    0.563292858899554610E+08    0.264129838149050958E+08
   5    0.169466653296324750E+03    0.328528244391683666E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.234547433943921426E+02
   2    0.115769408263141371E+01
   3    0.996363206917220765E+02
   4    0.557770112649687529E+08
   5    0.164516335755597424E+03

MAP Parameters
Dim No.        Parameter
   1    0.140618941497996470E+02
   2    0.115752033502000029E+01
   3    0.865076991066418799E+02
   4    0.638155766040089652E+08
   5    0.169292164346655824E+03
