Nested Sampling Global Log-Evidence           :   -0.197500139070899877E+03  +/-    0.309686019583817695E+00
Nested Importance Sampling Global Log-Evidence:   -0.198249007791329262E+03  +/-    0.248560323500266502E-01

Dim No.       Mean        Sigma
   1    0.658736978006862302E+02    0.121487473962816406E+02
   2    0.115354939798397260E+01    0.102909092906960844E-02
   3    0.976828786176979094E+02    0.204618643408109380E+01
   4    0.384032996118562743E+08    0.113236410631976500E+08
   5    0.375819191996604275E+03    0.333283654192861434E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.658540187467977205E+02
   2    0.115393250747479614E+01
   3    0.998384964117664708E+02
   4    0.353175235909863785E+08
   5    0.370478294446871644E+03

MAP Parameters
Dim No.        Parameter
   1    0.658540187467977205E+02
   2    0.115393250747479614E+01
   3    0.998384964117664708E+02
   4    0.353175235909863785E+08
   5    0.370478294446871644E+03
