Nested Sampling Global Log-Evidence           :   -0.232326726291098595E+03  +/-    0.325159618977174381E+00
Nested Importance Sampling Global Log-Evidence:   -0.232030263200507335E+03  +/-    0.390893134295947700E-01

Dim No.       Mean        Sigma
   1    0.101360259991918326E+03    0.108157890077797614E+02
   2    0.114414751000140158E+01    0.784492908470555751E-03
   3    0.979328878458730969E+02    0.190740657274458414E+01
   4    0.612781959541770220E+08    0.135177896060431227E+08
   5    0.443507697019421300E+03    0.313857031000927122E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.100972376942823374E+03
   2    0.114406359223138221E+01
   3    0.995916011511236832E+02
   4    0.558212260017061457E+08
   5    0.438817042624506257E+03

MAP Parameters
Dim No.        Parameter
   1    0.100972376942823374E+03
   2    0.114406359223138221E+01
   3    0.995916011511236832E+02
   4    0.558212260017061457E+08
   5    0.438817042624506257E+03
