Nested Sampling Global Log-Evidence           :   -0.362366959977399716E+02  +/-    0.176336323357568492E+00
Nested Importance Sampling Global Log-Evidence:   -0.365680181502571386E+02  +/-    0.325588432066368227E+00

Dim No.       Mean        Sigma
   1    0.583216166354000833E+02    0.498888991900155503E+02
   2    0.136977199880107459E+01    0.100698477929449491E-01
   3    0.271235035102206510E+02    0.204256370404674605E+02
   4    0.667667529155543074E+08    0.155895261826806486E+09
   5    0.662544922084242387E+02    0.284709450312285206E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.673250483723221826E+00
   2    0.137366028975821797E+01
   3    0.145216124748350026E+02
   4    0.146728497960573751E+08
   5    0.625365885137557314E+02

MAP Parameters
Dim No.        Parameter
   1    0.181601376050299024E+02
   2    0.136146687959134383E+01
   3    0.472883109085312370E+02
   4    0.258010289475434981E+08
   5    0.655757228252700344E+02
