Nested Sampling Global Log-Evidence           :   -0.119626458598729229E+03  +/-    0.259590647188085999E+00
Nested Importance Sampling Global Log-Evidence:   -0.120038739394383754E+03  +/-    0.286789720818344702E-01

Dim No.       Mean        Sigma
   1    0.583872984419776273E+02    0.290604155370274526E+02
   2    0.136090046481272853E+01    0.817477958823466418E-02
   3    0.467654342081555097E+01    0.396580651577497179E+01
   4    0.567262196898365766E+08    0.155621169561066311E+08
   5    0.225775456375944088E+03    0.320338584130914139E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.704661826696624161E+02
   2    0.134588257915754816E+01
   3    0.123087032432624377E+01
   4    0.639912299576192573E+08
   5    0.220046780954545596E+03

MAP Parameters
Dim No.        Parameter
   1    0.704661826696624161E+02
   2    0.134588257915754816E+01
   3    0.123087032432624377E+01
   4    0.639912299576192573E+08
   5    0.220046780954545596E+03
