Nested Sampling Global Log-Evidence           :   -0.116513982235029246E+03  +/-    0.268661999250266070E+00
Nested Importance Sampling Global Log-Evidence:   -0.116554867036323955E+03  +/-    0.385138406036850067E+00

Dim No.       Mean        Sigma
   1    0.191403261184550679E+02    0.135203312278251726E+02
   2    0.136676277838659921E+01    0.834449254809173022E-02
   3    0.420274186286802287E+01    0.328701952098034456E+01
   4    0.484254346411142051E+08    0.131697857996617593E+08
   5    0.218592110501819661E+03    0.256260388661360494E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.815512479647245137E+01
   2    0.133661680870447674E+01
   3    0.130570742162275333E+01
   4    0.455107583972901404E+08
   5    0.214881617021010697E+03

MAP Parameters
Dim No.        Parameter
   1    0.716985716022043196E+01
   2    0.137485880585296227E+01
   3    0.551796894230895418E+01
   4    0.369444816963171363E+08
   5    0.218809985619412430E+03
